"Name";"n_Bewertungen";"Preiskat";"Adresse";"Stadtteil";"Kat1";"Kat2";"Kat3";"Kat4";"lat";"long"
"Blue Nile";41;"€€";"Tempelhofer Ufer 6";"Kreuzberg";"Äthiopisch";NA;NA;NA;52.4978594;13.387276
"Fisch- u. Meeresspezialitäten";2;NA;"Hellersdorfer Str. 77";"Hellersdorf";"Fischgeschäft";"Fischbrötchen";NA;NA;52.5212189;13.5872373
"Fischerei Löcknitz Hafenräuchrei";0;NA;"Puschkinallee 16";"Treptow";"Fischbrötchen";NA;NA;NA;52.4922473;13.4610651
"Nordsee";16;"€€";"Schloßstr. 23";"Steglitz";"Fischbrötchen";"Fischgeschäft";NA;NA;52.460094;13.3234431
"Nordsee";18;"€€";"Spandauer Str. 4";"Mitte";"Fischbrötchen";"Fischgeschäft";NA;NA;52.5207058;13.4046972
"Schreiber’s Fischwaren";0;NA;"Bruno-Taut-Str. 1";"Treptow";"Fischbrötchen";"Fischgeschäft";NA;NA;52.4124697;13.5721657
"Nordsee";0;NA;"Bahnhofstr. 33-38";"Köpenick";"Fischbrötchen";NA;NA;NA;52.4577739;13.5769098
"Fischfabrik";81;"€€";"Danziger Str. 24";"Prenzlauer Berg";"Fish & Chips";"Fischrestaurant";NA;NA;52.5400252;13.416899
"Fish 2 Go";2;NA;"Friedrich-Engels-Str. 43";"Pankow";"Fish & Chips";"Imbisswagen & Food Truck";NA;NA;52.5835402;13.3909359
"Fischschuppen";58;"€€";"Boxhagenerstr. 68";"Friedrichshain";"Fish & Chips";NA;NA;NA;52.5064607;13.4700696
"f!sh & ch!ps";3;NA;"Bahnhof Friedrichstr.";"Mitte";"Fish & Chips";NA;NA;NA;52.5202894;13.3869776
"Fisch-Eck";2;"€€";"Brunsbütteler Damm 40";"Spandau";"Fish & Chips";NA;NA;NA;52.534649;13.1923759
"Leuchtturm - Usedomer Fischspezialitäten";0;NA;"Greenwichpromenade";"Reinickendorf";"Fish & Chips";NA;NA;NA;52.5857768;13.2750892
"Formidable";15;"€";"Schönhauser Allee 126";"Prenzlauer Berg";"Flammkuchen";"Sandwich & Croque";"Salat";NA;52.5470631;13.4130768
"Ofenrausch";3;"€€";"Bouchéstr. 15";"Treptow";"Flammkuchen";NA;NA;NA;52.4912654;13.449746
"ALEX";1;NA;"Hedwig-Wachenheim-Str. 14";"Friedrichshain";"Café";"Französisch";"Flammkuchen";NA;52.5044315;13.4433308
"Die Turnhalle";116;"€€";"Holteistr. 6 - 9";"Friedrichshain";"Deutsch";"Flammkuchen";NA;NA;52.5071052;13.4650246
"Freischwimmer";176;"€€";"Vor dem Schlesischen Tor 2a";"Kreuzberg";"Deutsch";"Flammkuchen";NA;NA;52.4970731;13.4497738
"Schwarze Heidi";7;"€€";"Mariannenstr. 50";"Kreuzberg";"Schweizer Küche";"Fondue";NA;NA;52.5010625;13.4237912
"Fondette";2;NA;"Rosenthaler Str. 36";"Mitte";"Fondue";NA;NA;NA;52.5246173;13.4028222
"Ars Vini";55;"€€€";"Im Saatwinkel 15";"Reinickendorf";"Fondue";NA;NA;NA;52.55945;13.239572
"Broschek";13;"€";"Weichselstr. 6";"Neukölln";"Kleine Gerichte";"Coffee Shop";"Fondue";NA;52.484037;13.4329849
"Belmondo";53;"€€€";"Knesebeckstr. 93";"Charlottenburg";"Französisch";NA;NA;NA;52.5089658;13.3232132
"La Muse Gueule";43;"€€";"Sredzkistr. 14";"Prenzlauer Berg";"Französisch";NA;NA;NA;52.5380868;13.4144916
"Chez Michel";29;"€€";"Adalbertstr. 83";"Kreuzberg";"Französisch";NA;NA;NA;52.5026071;13.420009
"Restaurant Heising";24;"€€€";"Rankestr. 32";"Wilmersdorf";"Französisch";NA;NA;NA;52.5032989;13.3349497
"Themroc";35;"€€";"Torstr. 183";"Mitte";"Französisch";NA;NA;NA;52.5285963;13.3933165
"Garçon";43;"€€";"Fechnerstr. 30";"Wilmersdorf";"Französisch";NA;NA;NA;52.4893393;13.319961
"Kochatelier Ratatouille";2;"€€";"Ackerstr. 2";"Mitte";"Französisch";"Kochschule";NA;NA;52.5298883;13.3975544
"3 Minutes Sur Mer";41;"€€€";"Torstr. 167";"Mitte";"Französisch";NA;NA;NA;52.5291547;13.3954346
"Lamazère Brasserie";25;"€€€";"Stuttgarter Platz 18";"Charlottenburg";"Französisch";NA;NA;NA;52.5051366;13.3005999
"Restaurant Le Faubourg";35;"€€€";"Augsburger Str. 41";"Wilmersdorf";"Französisch";NA;NA;NA;52.502553;13.3320334
"Café Jacques";107;"€€";"Maybachufer 14";"Reuterkiez";"Französisch";NA;NA;NA;52.49413;13.42555
"La Petite France";7;"€";"Nürnbergerstr. 24";"Wilmersdorf";"Bagels";"Coffee Shop";"Französisch";NA;52.5013317;13.3371258
"Bandol sur Mer";76;"€€€";"Torstr. 167";"Mitte";"Französisch";NA;NA;NA;52.5291547;13.3954346
"Les 3 Veuves";58;"€€";"Fechnerstr. 30";"Wilmersdorf";"Französisch";NA;NA;NA;52.4893393;13.319961
"Gourmanderie";1;NA;"Müllerstr. 74";"Wedding";"Französisch";"Weinbar";"Kochunterricht";NA;52.55843;13.33905
"Lipopette";11;"€";"Warthestr. 9";"Neukölln";"Pub";"Französisch";NA;NA;52.4703401;13.4272717
"Fleur De Sel";4;"€€";"Oderberger Str. 13";"Prenzlauer Berg";"Französisch";NA;NA;NA;52.539163;13.4087825
"Poulette";54;"€€€";"Knaackstr. 30";"Prenzlauer Berg";"Französisch";NA;NA;NA;52.53508;13.41806
"Pastis";52;"€€€";"Rüdesheimer Str. 9";"Wilmersdorf";"Französisch";NA;NA;NA;52.4725888;13.3148251
"L’eustache";9;"€€";"Weisestr. 49";"Schillerkiez";"Französisch";"Café";NA;NA;52.4767297;13.4244627
"Gugelhof";100;"€€€";"Knaackstr. 37";"Prenzlauer Berg";"Französisch";"Deutsch";"Schweizer Küche";NA;52.5354346;13.4167243
"Louis Laurent";3;NA;"Giesebrechtstr. 16";"Charlottenburg";"Französisch";NA;NA;NA;52.502297;13.309982
"Paris Bar";65;"€€€";"Kantstr. 152";"Charlottenburg";"Französisch";"Café";"Bar";NA;52.5054339;13.3264703
"Colette Tim Raue";15;"€€€";"Passauer Str. 5 - 7";"Schöneberg";"Französisch";NA;NA;NA;52.50103;13.33925
"De Maufel";21;"€€";"Leonhardtstr. 13";"Charlottenburg";"Französisch";NA;NA;NA;52.505819;13.2962015
"Irma la Douce";0;NA;"Potsdamer Str. 102";"Tiergarten";"Französisch";NA;NA;NA;52.5013896;13.3638541
"Moustache";12;"€€€";"Galvanistr. 12";"Charlottenburg";"Französisch";NA;NA;NA;52.5193049;13.3181385
"Moulin Rouge 1855";2;"€€";"Nollendorfstr. 25";"Schöneberg";"Französisch";"Bäckerei";NA;NA;52.497431;13.3509981
"Les Climats";2;"€";"Pohlstr. 75";"Tiergarten";"Französisch";"Weinbar";NA;NA;52.5010158;13.3622429
"Renger-Patzsch";53;"€€€";"Wartburgstr. 54";"Schöneberg";"Deutsch";"Französisch";NA;NA;52.4873474;13.3520197
"La Brasserie de France";20;"€€";"Müllerstr. 74";"Wedding";"Französisch";"Café";NA;NA;52.55843;13.33905
"Croissanterie Cocina";45;"€";"Pannierstr. 56";"Reuterkiez";"Französisch";"Frühstück & Brunch";"Café";NA;52.4872181;13.4305643
"Brasserie St. Germain";2;"€€";"Goethestr. 4";"Charlottenburg";"Französisch";"Weinbar";NA;NA;52.5089665;13.3233861
"Richard";20;"€€€";"Köpenicker Str. 174";"Kreuzberg";"Französisch";NA;NA;NA;52.5042313;13.4352044
"Domaines";18;"€€";"Josef-Nawrocki-Str. 21";"Köpenick";"Französisch";"Deutsch";NA;NA;52.44587;13.62721
"Le Flo";1;"€€€";"Husemannstr. 16";"Prenzlauer Berg";"Französisch";"Feinkost & Delikatessen";NA;NA;52.5381396;13.4178859
"Le Garage";0;NA;"Damaschkestr. 8";"Charlottenburg";"Französisch";"Weinbar";NA;NA;52.5000157;13.3016424
"La Fontaine";15;"€€";"Onkel-Tom-Str. 1";"Zehlendorf";"Französisch";NA;NA;NA;52.4356085;13.2587728
"VOLK";3;NA;"Brunnenstr. 182";"Mitte";"Französisch";"Fischrestaurant";NA;NA;52.5315836;13.3994191
"La Buvette Weinbar";7;"€€";"Gleimstr. 41";"Prenzlauer Berg";"Weinbar";"Französisch";NA;NA;52.5477279;13.409055
"Boulevard";2;"€€";"Karl-Marx-Allee 75";"Friedrichshain";"Französisch";NA;NA;NA;52.5175324;13.4377321
"Red Berlin";4;NA;"Genthiner Str. 20";"Tiergarten";"Französisch";"Modern-Europäisch";NA;NA;52.5022548;13.358856
"Morsh";6;"€€€€";"Mainzer Str. 20";"Friedrichshain";"Französisch";"Konditorei";"Frühstück & Brunch";NA;52.5134904;13.4626687
"Hugo Ball";5;"€€";"Saalestr. 38";"Neukölln";"Bar";"Café";"Französisch";NA;52.4725475;13.4546178
"Joynes Kitchen";5;"€€€€";"Mommsenstr. 42";"Charlottenburg";"Französisch";NA;NA;NA;52.503481;13.3061059
"Brentano";19;"€€";"Brentanostr. 7";"Steglitz";"Deutsch";"Französisch";NA;NA;52.46616;13.30957
"Patrice";14;"€€€";"Mainzer Str. 17";"Wilmersdorf";"Französisch";NA;NA;NA;52.4800875;13.3266088
"Bistro Petite Claudine";3;NA;"Uhlandstr. 162";"Wilmersdorf";"Französisch";NA;NA;NA;52.4995587;13.3251522
"Leutemanns Pasteten & Feinkost";11;"€€";"Bötzowstr.23";"Prenzlauer Berg";"Feinkost & Delikatessen";"Französisch";NA;NA;52.5311931;13.4332035
"Floral Bistro";0;NA;"Braunschweiger Str. 66";"Neukölln";"Themencafé";"Französisch";"Blumenladen & Florist";NA;52.4709189;13.4446567
"Diekmann";28;"€€€";"Meinekestr. 7";"Charlottenburg";"Deutsch";"Französisch";NA;NA;52.5012691;13.3286215
"La Malo";0;NA;"Flughafenstr. 25";"Neukölln";"Weinbar";"Französisch";"Bioladen";NA;52.481324;13.4300005
"Gaststätte Vogelweide";6;"€€€";"Schulstr. 2";"Reinickendorf";"Weinbar";"Französisch";NA;NA;52.5883515;13.2813703
"Restaurant Marebe Bahadir & Schreiner";0;NA;"Rosenthaler Str. 46";"Mitte";"Französisch";NA;NA;NA;52.5245371;13.4031745
"Oui Lunch !";0;NA;"Torstr. 225";"Mitte";"Französisch";NA;NA;NA;52.527542;13.388054
"Mare Bê";1;NA;"Rosenthaler Str. 46";"Mitte";"Französisch";NA;NA;NA;52.5245371;13.4031745
"Bar Brass";2;NA;"Am Spreebord 9";"Charlottenburg";"Französisch";NA;NA;NA;52.5211105;13.3081043
"Gaststätte St. Germain";0;NA;"Damaschkestr. 20";"Charlottenburg";"Französisch";NA;NA;NA;52.50089;13.2993801
"Le Menardié";0;NA;"Stephanstr. 41";"Tiergarten";"Französisch";"Modern-Europäisch";"Deutsch";NA;52.5321502;13.3446765
"Markus Semmler";8;"€€€";"Sächsische Str. 7";"Wilmersdorf";"Französisch";NA;NA;NA;52.4974795;13.3181059
"Parc Fermé";2;NA;"Wiebestr. 36 - 37";"Tiergarten";"Französisch";NA;NA;NA;52.5304296;13.3184931
"Weiss";18;"€€€";"Leibnizstr. 31";"Charlottenburg";"Deutsch";"Französisch";"Schwäbisch";NA;52.50748;13.31445
"Creme de la Creme";1;NA;"Friedrichstr. 113";"Mitte";"Französisch";NA;NA;NA;52.52584;13.38769
"Café Mimosa";0;NA;"Richardstr. 103";"Neukölln";"Café";"Französisch";"Frühstück & Brunch";NA;52.4775969;13.4404625
"Le Gavroche";0;NA;"Oderberger Str. 22";"Prenzlauer Berg";"Französisch";NA;NA;NA;52.5398632;13.4071817
"Café Francais";0;NA;"Kurfürstendamm 166";"Charlottenburg";"Französisch";"Deutsch";NA;NA;52.4998187;13.3079088
"Lust Bar";1;"€€";"Torstr. 225";"Mitte";"Französisch";"Weinbar";NA;NA;52.527542;13.388054
"Mensa";0;NA;"Lützowufer 5";"Tiergarten";"Französisch";"Deutsch";NA;NA;52.50599;13.35849
"Le Canard";0;NA;"Klingsorstr. 8";"Steglitz";"Französisch";NA;NA;NA;52.4527152;13.3305374
"Bistro Restaurant du Centre Français de Berlin";0;NA;"Müllerstr. 74";"Wedding";"Französisch";NA;NA;NA;52.55843;13.33905
"Weinbar Châteauneuf";0;NA;"Curtiusstr. 12";"Steglitz";"Weinbar";"Französisch";NA;NA;52.44227;13.29404
"Promo";30;"€€";"Dortmunder Str. 8";"Tiergarten";"Französisch";"Italienisch";"Deutsch";NA;52.52217;13.33623
"La Maison Parisienne";0;NA;"Hardenbergstr. 19";"Charlottenburg";"Französisch";NA;NA;NA;52.5070554;13.3294337
"Le Petit Royal";5;"€€€";"Grolmanstr. 59";"Charlottenburg";"Französisch";"Bar";"Deutsch";NA;52.50857;13.3204801
"Madamé Toche";0;NA;"Friedrichstr. 130";"Mitte";"Französisch";NA;NA;NA;52.5242643;13.3871983
"Restaurant Montmartre";0;NA;"Blissestr. 44";"Wilmersdorf";"Französisch";NA;NA;NA;52.4812835;13.3201464
"Clichy";0;NA;"Bundesallee 161";"Wilmersdorf";"Französisch";NA;NA;NA;52.4820476;13.3302321
"Zuckerbrot";0;NA;"Gormannstr. 19";"Mitte";"Französisch";"Bar";"Club & Disco";NA;52.5292607;13.4052321
"Restaurant Ludwig";0;NA;"Ludwigkirchstr. 10";"Wilmersdorf";"Französisch";NA;NA;NA;52.4976107;13.3234996
"Club Petit Surprise";0;NA;"Brandenburgische Str. 16";"Wilmersdorf";"Französisch";NA;NA;NA;52.49428;13.30974
"Petit Bistro";0;NA;"Tauentzienstr. 21 - 24";"Schöneberg";"Französisch";NA;NA;NA;52.5021264;13.3412838
"Gourmet Sud";15;"€€€";"Selmaplatz 1";"Zehlendorf";"Französisch";"Mediterran";"Frühstück & Brunch";NA;52.4458289;13.2428017
"La Crêperie";1;NA;"Friedrichstr. 76";"Mitte";"Französisch";NA;NA;NA;52.5143816;13.3896525
"Café de la Paix";0;NA;"Emmichstr. 8";"Steglitz";"Café";"Coffee Shop";"Französisch";NA;52.4281;13.35709
"Salt n Bone";39;"€€";"Schliemannstr. 31";"Prenzlauer Berg";"Wirtshaus";"Cocktailbar";NA;NA;52.5441314;13.4198439
"Pubalapap Ponyhof";3;NA;"Buckower Chaussee 82";"Tempelhof";"Wirtshaus";NA;NA;NA;52.4108495;13.3744733
"Wirtshaus Moorlake";39;"€€";"Moorlakeweg 6";"Zehlendorf";"Deutsch";"Wirtshaus";NA;NA;52.4217892;13.1069105
"Boelckes kleines Gasthaus";1;NA;"Boelckestr. 20";"Tempelhof";"Wirtshaus";NA;NA;NA;52.48245;13.37699
"Gasthaus Ursula Montinaro";3;"€";"Reichenberger Str. 111";"Kreuzberg";"Wirtshaus";NA;NA;NA;52.4943963;13.4350864
"Zum Milchmann";0;NA;"Hertzstr. 14";"Pankow";"Kneipe";"Wirtshaus";NA;NA;52.5850635;13.3659405
"PINCHO NATION";0;NA;"Meinekestr. 22";"Charlottenburg";"Wirtshaus";NA;NA;NA;52.501633;13.3293071
"Deli European Catering";1;NA;"Reuchlinstr. 10-11";"Tiergarten";"Wirtshaus";NA;NA;NA;52.5261381;13.3238759
"Restaurantschiff Ars Vivendi";3;NA;"Freiheit 15";"Köpenick";"Deutsch";"Fischrestaurant";"Wirtshaus";NA;52.4475965;13.5767111
"Cafe Chagall";70;"€€";"Kollwitzstr. 2";"Prenzlauer Berg";"Wirtshaus";"Café";NA;NA;52.531342;13.4127225
"Nord West Oase";5;"€";"Wiclefstr. 17";"Tiergarten";"Sportsbar";"Café";"Wirtshaus";NA;52.5306537;13.3351492
"Bierbrunnen in Alt-Moabit";1;NA;"Alt-Moabit 105";"Tiergarten";"Wirtshaus";NA;NA;NA;52.524529;13.3484889
"Wirtshaus Rolandseck Sylvio Groß";6;"€€";"Scharnweberstr. 80";"Köpenick";"Wirtshaus";NA;NA;NA;52.5677;13.3131899
"Cafe Rabu";11;"€";"Scharnweberstr. 67";"Köpenick";"Wirtshaus";NA;NA;NA;52.5682246;13.3102449
"Garnison Gastronomie";0;NA;"Bellevuestr. 1";"Tiergarten";"Wirtshaus";NA;NA;NA;52.5098782;13.3741609
"Löffel";0;NA;"Sigmaringer Str. 8a";"Wilmersdorf";"Wirtshaus";"Weinbar";"Modern-Europäisch";NA;52.4896315;13.3196368
"Arnos Biergarten";2;"€€";"Heinsestr. 56";"Reinickendorf";"Sportsbar";"Wirtshaus";NA;NA;52.6197101;13.3047132
"Harlem";4;"€";"Müllerstr. 157";"Wedding";"Wirtshaus";"Kneipe";"Shisha Bar";NA;52.5449058;13.3611985
"Tbilisi";20;"€€";"Schönfließer Str. 15";"Prenzlauer Berg";"Georgisch";"Weinbar";NA;NA;52.5518379;13.408048
"Salhino Restaurant";11;"€€";"Waitzstr. 1";"Charlottenburg";"Georgisch";NA;NA;NA;52.5033455;13.3054309
"Kin-Za";3;NA;"Krausnickstr. 5";"Mitte";"Weinbar";"Feinkost & Delikatessen";"Georgisch";NA;52.5249667;13.3968197
"SVANI";0;NA;"Torstr. 69";"Prenzlauer Berg";"Georgisch";"Weinbar";NA;NA;52.5293914;13.4076279
"Genazvale";10;"€€";"Hohenzollerndamm 33";"Wilmersdorf";"Georgisch";NA;NA;NA;52.48994;13.31156
"Mimino Royal";7;"€€€";"Fasanenstr. 14";"Charlottenburg";"Georgisch";NA;NA;NA;52.5046527;13.3271946
"Madloba";4;NA;"Gardeschützenweg 139";"Steglitz";"Georgisch";NA;NA;NA;52.4427454;13.2978062
"Simply Keto";34;"€€";"Invalidenstr. 154";"Mitte";"Desserts";"Café";"Glutenfrei";NA;52.5322801;13.3963149
"Jute Bäckerei";23;"€";"Schönhauser Allee 52a";"Prenzlauer Berg";"Bäckerei";"Café";"Glutenfrei";NA;52.5430155;13.4129315
"LÖBLICH";3;"€€";"Hasenheide 49";"Kreuzberg";"Café";"Vegan";"Glutenfrei";NA;52.4889377;13.4111129
"Superfoods & Organic Liquids";1;NA;"Schlüterstr. 37";"Charlottenburg";"Smoothies & Saftbar";"Vegan";"Glutenfrei";NA;52.5022408;13.3165718
"Fusion Kitchen";0;NA;"Rosa-Luxemburg-Str. 17";"Mitte";"Glutenfrei";"Modern-Europäisch";NA;NA;52.525091;13.41013
"Eis Voh";44;"€€";"Bundesallee 118";"Schöneberg";"Bäckerei";"Glutenfrei";"Eisdiele & Frozen Yogurt";NA;52.4683634;13.3285848
"Taverne Pikilia";46;"€€€";"Spanische Allee 72";"Zehlendorf";"Griechisch";NA;NA;NA;52.4337761;13.2113582
"Berkis";137;"€€";"Winterfeldtstr. 45";"Schöneberg";"Griechisch";NA;NA;NA;52.4967186;13.3536972
"Taverna Hellas";24;"€€";"Utrechter Str. 22";"Wedding";"Griechisch";NA;NA;NA;52.54977;13.35776
"Kos House";70;"€€";"Karl-Marx-Allee 129";"Friedrichshain";"Griechisch";NA;NA;NA;52.5167516;13.448705
"Kreuzberger Weltlaterne";39;"€€";"Kohlfurter Str. 37";"Kreuzberg";"Griechisch";NA;NA;NA;52.497091;13.4176553
"Ambrosius";41;"€€";"Galvanistr. 12";"Charlottenburg";"Griechisch";NA;NA;NA;52.5193049;13.3181385
"Taverna Apollon";82;"€€";"Danziger Str. 72";"Prenzlauer Berg";"Griechisch";NA;NA;NA;52.53907;13.42341
"Taverne Athene";59;"€€";"Tempelhofer Ufer 12";"Kreuzberg";"Griechisch";NA;NA;NA;52.498227;13.385409
"Taverna Olympia";53;"€€";"Emser Str. 73";"Neukölln";"Griechisch";NA;NA;NA;52.4672265;13.4213899
"Taverna Santorini";73;"€€";"Cauerstr. 28";"Charlottenburg";"Griechisch";NA;NA;NA;52.5175798;13.3172885
"Herkules II";37;"€€";"Hönower Str. 91";"Hellersdorf";"Griechisch";NA;NA;NA;52.5131021;13.6118368
"Hellas Feinkost";8;"€€";"Zillestr. 79";"Charlottenburg";"Spezialitäten";"Griechisch";NA;NA;52.513335;13.3045408
"Ta Dio Aderfia";22;"€€";"Tempelhofer Damm 218";"Tempelhof";"Griechisch";NA;NA;NA;52.4565832;13.3836079
"nea politia";16;"€€";"Lieselotte-Berger-Platz 4";"Neukölln";"Griechisch";NA;NA;NA;52.4036729;13.5061048
"Theo’s Taverna";1;NA;"Warnitzer Str. 10";"Hohenschönhausen";"Griechisch";NA;NA;NA;52.56688;13.5192
"Achilles Taverna";31;"€€";"Südwestkorso 15";"Schöneberg";"Griechisch";NA;NA;NA;52.4733811;13.3212434
"Zeus";25;"€€";"Finckensteinallee 62";"Steglitz";"Griechisch";NA;NA;NA;52.4326465;13.2995946
"Kreta Minotaurus";25;"€€";"Maaßenstr. 14";"Schöneberg";"Griechisch";"Fischrestaurant";NA;NA;52.497331;13.3541896
"Artemis";41;"€€";"Schnellerstr. 97";"Treptow";"Griechisch";NA;NA;NA;52.4531001;13.5244727
"Taverna Der Grieche";19;"€€";"Müggelseedamm 188";"Köpenick";"Griechisch";NA;NA;NA;52.4465939;13.6272858
"Stavros Grill & More";1;NA;"Kantstr. 132";"Charlottenburg";"Griechisch";NA;NA;NA;52.506023;13.314834
"[a’lu]";5;"€€";"Nansenstr. 3";"Reuterkiez";"Griechisch";"Café";NA;NA;52.488533;13.4300024
"Kalimera";6;"€";"Otto-Suhr-Allee 104";"Charlottenburg";"Griechisch";NA;NA;NA;52.5174228;13.3077062
"Dionysos";34;"€€";"Zabel-Krüger-Damm 35";"Reinickendorf";"Griechisch";NA;NA;NA;52.61021;13.33008
"Estia";7;"€€";"Grunewaldstr. 16";"Schöneberg";"Griechisch";NA;NA;NA;52.4900498;13.3537245
"Taverna Hellas";44;"€€";"Güntzelstr. 19";"Wilmersdorf";"Griechisch";NA;NA;NA;52.49151;13.32609
"Taverna Sirtaki";44;"€€";"Kaiser-Wilhelm-Str. 130";"Steglitz";"Griechisch";NA;NA;NA;52.44189;13.35312
"Gyros Grill";1;NA;"Feuerbachstr. 34";"Steglitz";"Griechisch";NA;NA;NA;52.4636891;13.3321668
"Restaurant Herkules";30;"€€";"Oberfeldstr. 30";"Marzahn";"Griechisch";NA;NA;NA;52.5204804;13.5556959
"Taverna To Koutouki";27;"€€";"Kottbusser Damm 9";"Kreuzberg";"Griechisch";NA;NA;NA;52.493784;13.4212548
"Samos";42;"€€";"Leibnizstr. 56";"Charlottenburg";"Griechisch";NA;NA;NA;52.5017588;13.3128321
"Areti";9;"€€";"Modersohnstr. 58";"Friedrichshain";"Griechisch";NA;NA;NA;52.5021929;13.4565149
"Taverna Dionysos";8;"€€";"Gneisenaustr. 109";"Kreuzberg";"Griechisch";NA;NA;NA;52.4929349;13.3897933
"Nea Olympia";13;"€€";"Unter den Eichen 88";"Steglitz";"Griechisch";NA;NA;NA;52.443726;13.2894027
"Taverna Hellas";34;"€€";"Markstr. 20";"Reinickendorf";"Griechisch";NA;NA;NA;52.5583116;13.3656779
"Taverna Filoxenia";16;"€€";"Maßmannstr. 7";"Steglitz";"Griechisch";NA;NA;NA;52.4666904;13.3198729
"nonne&zwerg";1;NA;"Mittenwalderstr. 13";"Kreuzberg";"Griechisch";"Weinbar";NA;NA;52.492701;13.3965641
"Taverna Orakel";13;"€€";"Dannenwalder Weg 70";"Reinickendorf";"Griechisch";NA;NA;NA;52.5911061;13.3464961
"Taverna Teloneio";3;NA;"Möllentordamm 1";"Spandau";"Griechisch";NA;NA;NA;52.5399199;13.2074483
"Taverna Kreta";6;NA;"Am Comeniusplatz 1";"Friedrichshain";"Griechisch";NA;NA;NA;52.5124429;13.447887
"Griechische Gastlichkeit Restaurant Athos";3;"€€";"Hermann-Hesse-Str. 27";"Pankow";"Griechisch";NA;NA;NA;52.5798325;13.398919
"Ach! Niko! Ach!";157;"€€";"Kurfürstendamm 97-98";"Charlottenburg";"Griechisch";NA;NA;NA;52.4986389;13.2981479
"Taverna Kos";26;"€€";"Belziger Str. 68";"Schöneberg";"Griechisch";NA;NA;NA;52.48519;13.34654
"Taverna Odysseus";20;"€";"Friedelstr. 37";"Reuterkiez";"Griechisch";NA;NA;NA;52.4923694;13.4276751
"Restaurant Rhodos";49;"€€";"Richterstr. 9";"Treptow";"Griechisch";NA;NA;NA;52.4112857;13.5728955
"Alas Mediterraneum";16;"€€";"Detmolder Str. 59";"Wilmersdorf";"Griechisch";NA;NA;NA;52.4785661;13.3245098
"Leonidas Gyros & Souvlaki";6;NA;"Kurfürstendamm 166";"Charlottenburg";"Griechisch";"Steakhouse";NA;NA;52.4998187;13.3079088
"Aphrodite";14;"€€";"Konrad-Wolf-Str. 72";"Hohenschönhausen";"Griechisch";NA;NA;NA;52.5381631;13.4803024
"Babis’ Ouzeri";7;"€";"Sybelstr. 45";"Charlottenburg";"Griechisch";NA;NA;NA;52.5017369;13.3001423
"Aman!";3;"€";"Sprengelstr. 39";"Wedding";"Café";"Griechisch";NA;NA;52.5418255;13.356021
"Restaurant Platon";32;"€€";"Pistoriusstr. 31";"Weißensee";"Griechisch";NA;NA;NA;52.55322;13.4482101
"Hercules";13;"€€";"Rosenthaler Weg 62";"Pankow";"Griechisch";NA;NA;NA;52.6072887;13.4258307
"Astakos";3;NA;"Kastanienallee 37-38";"Pankow";"Griechisch";NA;NA;NA;52.5918616;13.3827881
"Taverna Karagiosis";29;"€€";"Klausenerplatz 4";"Charlottenburg";"Griechisch";NA;NA;NA;52.5183263;13.2928433
"Filia";31;"€€";"Johannisthaler Chaussee 400";"Neukölln";"Griechisch";NA;NA;NA;52.42596;13.44336
"Sto Steki";4;"€";"Hasenheide 18";"Kreuzberg";"Café";"Griechisch";NA;NA;52.4879445;13.419687
"Mylos";33;"€€";"Holtzendorffstr. 20";"Charlottenburg";"Griechisch";NA;NA;NA;52.5065046;13.2963258
"Restaurant Olympia";51;"€€";"Malchower Weg 45";"Hohenschönhausen";"Griechisch";NA;NA;NA;52.5537866;13.5027192
"Syrtaki";19;"€€";"Märkische Allee 210a";"Marzahn";"Griechisch";NA;NA;NA;52.5485634;13.5471535
"Omonia Treff";15;"€€";"Schönwalder Str. 111";"Spandau";"Griechisch";NA;NA;NA;52.5444607;13.204281
"Taverna Odyssee";36;"€€";"Sterndamm 59";"Treptow";"Griechisch";NA;NA;NA;52.44802;13.50775
"Taverna Jianikos";23;"€€";"Lichtenrader Damm 46";"Tempelhof";"Griechisch";NA;NA;NA;52.4096108;13.4034802
"Taverna Argo";13;"€€";"Buschkrugallee 54";"Neukölln";"Griechisch";NA;NA;NA;52.4585475;13.4475381
"Medusa";31;"€€";"Perelsplatz 10";"Schöneberg";"Griechisch";NA;NA;NA;52.4752426;13.3331333
"Parthenon";10;"€€";"Steglitzer Damm 1";"Steglitz";"Griechisch";NA;NA;NA;52.45159;13.33566
"Restaurant Rhodos";23;"€€";"Dahlwitzer Str. 7";"Hellersdorf";"Griechisch";NA;NA;NA;52.5219737;13.646125
"Athena Grill";28;"€";"Bundesplatz 2";"Wilmersdorf";"Griechisch";NA;NA;NA;52.4802545;13.3278704
"Nea Knosso";24;"€€";"Güntzelstr. 48";"Wilmersdorf";"Griechisch";NA;NA;NA;52.49088;13.32705
"Epavlis";8;"€€";"Olympische Str. 30";"Charlottenburg";"Griechisch";NA;NA;NA;52.5162664;13.2545315
"Pratirio";56;"€€€";"Knesebeckstr. 22";"Charlottenburg";"Griechisch";"Weinbar";NA;NA;52.5070401;13.3222683
"Nostos";33;"€€";"Oberhofer Platz 9a";"Steglitz";"Griechisch";NA;NA;NA;52.4247349;13.3289812
